ID,Type,Titre,Résumé,ISBN,Annee,Pages,Langues,Nouveautée,Couverture-bnum,Nom auteur,Prénom Auteur,Particule - auteur,Nom auteur complet
4792,Policier suspens thriller,Soul circus,"A Washington, D.C., crime lord is fighting for his life in court. Two
  younger dealers are fighting for his territory, prestige, and millions of
  dollars in future profits. Menawhile, there is a woman whose testimony could
  mean death or freedom for the crime lord--and P.I. Derek Strange has to find
  a way to keep her alive.",,2003,,spa,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4792.webp,PELECANOS,George,,George PELECANOS
4793,Policier suspens thriller,Suave comme l'éternité,"Internet et le suivi en ligne des livraisons de colis offrent aux
  trafiquants de drogue d’aujourd’hui un moyen idéal de faire transiter la came
  sans éveiller le moindre soupçon. Jusqu’au jour où le paquet tombe entre les
  mains de la mauvaise personne. C’est la triste expérience dont est victime le
  dealer Anwan Hawkins, qui dirige les opérations depuis sa prison. Résultat:
  130 000 dollars envolés. Excédé, il embauche Spero Lucas, un ex-marine revenu
  d’Irak dont il a entendu dire beaucoup de bien tant ses dons d’observation et
  de déduction sont affûtés. Et il ne se trompait pas: Spero comprend vite que
  ce sont Tavon et Edwin, les assistants du dealer, qui ont «perdu» le colis.
  Spero se retrouve alors confronté aux milieux les plus violents de Washington
  D.C. Le prix à payer pour toucher sa commission de 40 %. ""Une nouvelle
  série géniale ! "" Lee Child",9782702152461,2013,244,fr,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4793.webp,PELECANOS,George,,George PELECANOS
4794,Policier suspens thriller,Un nommé Peter Karras,"Dans cette authentique saga
  américaine, Pelecanos utilise une fois encore son sens narratif, son goût du
  détail et sa parfaite connaissance de Washington DC pour nous décrire une
  longue tranche de vie d'un groupe de camarades, et plus particulièrement de
  deux d'entre eux : Peter Karras, fils d'immigrants grecs et Joe Recevo, né de
  parents italiens. Pelecanos les suit de 1933 à 1959, de l'enfance à l'âge
  adulte. De la Grande Dépression des années 30 jusqu'à la Seconde Guerre et
  au-delà. Dès l'enfance, Peter et Joe s'affrontent et se respectent. Ils se
  retrouveront dans des camps opposés. Ce récit à la fois chaleureux et sombre
  est l'occasion pour Pelecanos de nous livrer quelques magnifiques passages
  lyriques mais sans emphase, sur l'amitié, l'honneur et la trahison. The Big
  Blowdown traite du Bien et du Mal, de leurs différents visages... ou de leurs
  masques...",9782913636101,2000,447,fr,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4794.webp,PELECANOS,George,,George PELECANOS
4795,Policier suspens thriller,Les jardins de la mort,"Tué d'une balle en pleine tête, un
  adolescent noir gît dans un jardin public – une affaire qui rappelle
  étrangement une série de meurtres non élucidés, commis vingt ans plus tôt. Le
  tueur adepte des prénoms palindromes aurait-il encore frappé ? Ramone, Cook
  et Holiday, chargés de l'enquête à l'époque, ne le laisseront pas filer cette
  fois. La traque peut commencer",9782757812945,2009,0,fr,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4795.webp,PELECANOS,George P.,,George P. PELECANOS
4796,Policier suspens thriller,Drama City,,,2005,,eng,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4796.webp,PELECANOS,Georges,,Georges PELECANOS
4797,Policier suspens thriller,Hard Revolution,,,2003,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4797.webp,PELECANOS,Georges,,Georges PELECANOS
4798,Littérature étrangère,Homo zapiens,,,2003,,eng,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4798.webp,PELEVINE,Viktor,,Viktor PELEVINE
4799,Littérature étrangère,La mitrailleuse d'argile,"Autour d'un même personnage, Piotr Poustota, deux histoires s'imbriquent
  et se répondent simultanément. L'une situe Poustota, poète pétersbourgeois,
  au début du siècle. Poursuivi par la sinistre Tcheka, il se retrouve, en
  pleine guerre civile, commissaire politique d'une division de cavalerie rouge
  commandée par le fameux Tchapaïev. L'autre se passe de nos jours, aux abords
  de Moscou, dans un hôpital psychiatrique où Poustota est pensionnaire. Qui
  est donc finalement Poustota ? Un bolchevik d'occasion qui fait des
  cauchemars ou un interné qui délire ? Et qu'est-ce que la Russie : une vaste
  maison de fous ? Devenu à 35 ans un auteur majeur de la Russie postcommuniste
  et un phénomène littéraire dans son pays, l'auteur de La Vie des insectes a
  composé ici une vertigineuse machine, roman à la fois rocambolesque et
  philosophique.",,1997,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4799.webp,PELEVINE,Viktor,,Viktor PELEVINE
4800,Littérature étrangère,La vie des insectes,,,1995,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4800.webp,PELEVINE,Viktor,,Viktor PELEVINE
4801,Histoire,Les vêtements de la liberté,"Histoire du vêtement révolutionnaire, de ses enjeux et rebondissements
  sous tous ses aspects : psychologiques, esthétiques, financiers, médicaux et
  idéologiques. Un dictionnaire plein d'humour abondamment illustré. «
  Copyright Electre »",,1989,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4801.webp,PELLEGRIN,Nicole,,Nicole PELLEGRIN
4802,Littérature française,La forêt muette,,,1982,,eng,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4802.webp,PELOT,Pierre,,Pierre PELOT
4803,Littérature française,Les normales saisonnières,"Une petite ville bretonne, sur la
  côte. Désertée par les touristes, fout-Groix sommeille. Un promeneur
  solitaire y a déposé ses bagages. Va par les rues, les plages. La nuit,
  parfois. Cochise Datier est un homme paisible en apparence. Pourtant, dans le
  décor désolé de la Baie des Trépassés, avec un revolver au tond de son sac,
  il risque tort de mettre le feu aux poudres...Tempête sous un crâne ou
  vengeance a l'arme a feu ?",,2007,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4803.webp,PELOT,Pierre,,Pierre PELOT
4804,Littérature française,Maria,"Les Vosges sous l'occupation nazie.
  Maria est institutrice. D'une beauté saisissante, elle coule des jours
  insouciants avec son mari, Jean, patron du bistrot du coin. Lorsque les
  maquisards viennent la chercher à l'école devant ses élèves, ils promettent
  de la ramener bientôt, que tout ira bien... Commence alors le calvaire de
  Maria. Un calvaire qui durera toute sa vie. Car voilà : Jean est un traître,
  un collabo, et beaucoup sont morts par sa faute. Pour l'avoir aimé, Maria
  sera battue, torturée puis violée, avec à jamais gravé en elle la disgrâce et
  la cruauté de ceux que la France élèvera bientôt au rang de héros. Elle n'en
  parlera à personne. Cinquante ans plus tard, un jeune homme arrive dans cette
  vallée par une nuit neigeuse. Il vient rendre visite à l'une des
  pensionnaires de la maison de retraite. La voix fatiguée d'une conteuse sur
  les ondes d'une radio locale l'accompagne dans son périple nocturne. Pour ses
  auditeurs, elle évoque l'histoire de ces terres où gèlent les eaux d",,2011,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4804.webp,PELOT,Pierre,,Pierre PELOT
4805,Sciences humaines,Le tour du monde d'un écologiste,"Darwin a laissé un Tour du monde d'un naturaliste. Sur ce modèle et sur
  celui, plus connu, du Phileas Fogg de Jules Verne, Jean-Marie Pelt raconte en
  quarante étapes le périple planétaire d'un spécialiste et défenseur de
  l'environnement. Partant de son village lorrain natal, il longe le Rhin,
  traverse les forêts d'Europe centrale, remonte vers la Russie, sillonne la
  Sibérie avec une étape obligée au bord du lac Baïkal, rejoint l'Alaska,
  descend sur Mexico, remonte l'Orénoque jusqu'à la forêt amazonienne, avant de
  gagner l'île de Pâques, le Bangladesh, les Maldives, le Kenya, les rives du
  Nil, le Liban, la Grèce, le Ténéré, pour finir sur la Côte d'Azur. Chaque
  station est l'occasion d'évoquer les ravages causés par l'homme à
  l'écosystème planétaire _ pollution des fleuves, déforestation, pluies
  acides, érosion des sols, destruction de la couche d'ozone, réchauffement de
  l'atmosphère, mégapoles et grands travaux, accidents nucléaires, déchets
  toxiques, etc. _ mais aussi parfois les init",,1990,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4805.webp,PELT,Jean-Marie,,Jean-Marie PELT
4806,Vie pratique,La vie sociale des plantes,"Les plantes ont une vie sociale! Comme nous, elles forment des
  associations, s'organisent en société, et obéissent à des lois qui régissent
  nos propres comportements individuels ou collectifs. Sait-on que mousses et
  lichens sont les pionniers du monde des plantes, ce qui les expose, comme
  tous les pionniers, à bien des déboires; que la jacinthe d'eau est une
  envahisseuse au moins aussi redoutable que les hordes de Gengis Khân; que les
  plantes connaissent aussi le chômage, mais le résolvent mieux que nous; que
  les champignons sont les hippies de la nature; que certaines plantes vivent
  dans des réserves comme les Indiens; que d'autres déploient pour se faire la
  guerre les stratégies les plus sophistiquées de la guerre moderne; mais
  qu'elles développent aussi d'émouvantes formes de solidarité, allant jusqu'à
  l'amour le plus exclusif et le plus pur? A vrai dire, l'histoire des plantes
  ressemble à ce point à la nôtre qu'on peut la comparer par exemple à celle du
  judéo-christianisme, ce qu'o",,1984,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4806.webp,PELT,Jean-Marie,,Jean-Marie PELT
4807,Vie pratique,Les plantes : amours et civilisations végétales,,,1986,0,fr,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4807.webp,PELT,Jean-Marie,,Jean-Marie PELT
4808,Vie pratique,lLa prodigieuse aventure des plantes,,9782213009896,1981,237,fr,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4808.webp,PELT,Jean-Marie – CUNY Jean-Pierre,,Jean-Marie – CUNY Jean-Pierre PELT
4809,Biographie,Un poète en politique – Les combats de Victor Hugo,,9782702849835,2002,449,fr,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4809.webp,PENA-RUIZ Henri/SCOT Jean-Paul,,,PENA-RUIZ Henri/SCOT Jean-Paul
4810,Poésie,Jour après nuit,,,1981,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4810.webp,PENARD,Jean,,Jean PENARD
4811,Poésie,Poésies,,,1939,,ita,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4811.webp,PENNA,Sandro,,Sandro PENNA
4812,Littérature française,Au bonheur des ogres,,,1985,,rum,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4812.webp,PENNAC,Daniel,,Daniel PENNAC
4813,Littérature française,Aux fruits de la passion,,,2000,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4813.webp,PENNAC,Daniel,,Daniel PENNAC
4814,Littérature française,Chagrin d'école,"Un livre de plus sur l'école, alors ? - Non, pas sur l'école ! Sur le
  cancre. Sur la douleur de ne pas comprendre et ses effets collatéraux sur les
  parents et les professeurs. - Editeur.",,2007,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4814.webp,PENNAC,Daniel,,Daniel PENNAC
4815,Littérature française,Comme un roman,"Un essai narratif au ton primesautier qui constitue un bel éloge de la
  lecture ""libre"", du plaisir de lire. Une partie du livre s'adresse
  aux parents de jeunes enfants, l'autre aux enseignants des niveaux
  élémentaire et secondaire. Pour un point de vue antinomique: cf. Danièle
  Sallenave, ""Le don des morts.""",,1992,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4815.webp,PENNAC,Daniel,,Daniel PENNAC
4816,Littérature française,Des Chrétiens et des Maures,,,1999,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4816.webp,PENNAC,Daniel,,Daniel PENNAC
4817,Littérature française,Journal d'un corps,"""Un beau matin, l'envie m'a pris d'écrire une variation autour du
  mot merci. J'ai donc imaginé le monologue d'un lauréat primé pour l'ensemble
  de son œuvre et contraint aux remerciements officiels, le pauvre. Or, voilà
  que deux ans plus tard, je me retrouve dans un théâtre, seul en scène, à
  devoir dire moi-même ce monologue ! Ce n'est pas mon emploi, je n'ai jamais
  voulu faire l'acteur : j'ai failli en mourir de peur. On trouvera ici le
  récit de cette aventure théâtrale. Titre : Mes italiennes. On y trouvera
  aussi la réédition de Merci et le texte tel que je l'ai adapté pour le jouer,
  sous la houlette de Jean-Michel Ribes."" Daniel Pennac.",,2012,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4817.webp,PENNAC,Daniel,,Daniel PENNAC
4818,Littérature française,La fée Carabine,"'Si les vieilles dames se mettent à buter les jeunots, si les doyens du
  troisième âge se shootent comme des collégiens, si les commissaires
  divisionnaires enseignent le vol à la tire à leurs petits-enfants, et si on
  prétend que tout ça c'est ma faute, moi, je pose la question : où va-t-on ?'
  Ainsi s'interroge Benjamin Malaussène, bouc émissaire professionnel, payé
  pour endosser nos erreurs à tous, frère de famille élevant les innombrables
  enfants de sa mère, cœur extensible abritant chez lui les vieillards les plus
  drogués de la capitale, amant fidèle, ami infaillible, maître affectueux d'un
  chien épileptique, Benjamin Malaussène, l'innocence même ('l'innocence
  m'aime') et pourtant... pourtant, le coupable idéal pour tous les flics de la
  capitale.",,1987,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4818.webp,PENNAC,Daniel,,Daniel PENNAC
4819,Littérature française,La petite marchande de prose,,,1989,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4819.webp,PENNAC,Daniel,,Daniel PENNAC
4820,Littérature française,Le dictateur et le hamac,"""Un beau matin, l'envie m'a pris d'écrire une variation autour du
  mot merci. J'ai donc imaginé le monologue d'un lauréat primé pour l'ensemble
  de son œuvre et contraint aux remerciements officiels, le pauvre. Or, voilà
  que deux ans plus tard, je me retrouve dans un théâtre, seul en scène, à
  devoir dire moi-même ce monologue ! Ce n'est pas mon emploi, je n'ai jamais
  voulu faire l'acteur : j'ai failli en mourir de peur. On trouvera ici le
  récit de cette aventure théâtrale. Titre : Mes italiennes. On y trouvera
  aussi la réédition de Merci et le texte tel que je l'ai adapté pour le jouer,
  sous la houlette de Jean-Michel Ribes."" Daniel Pennac.",,2003,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=4820.webp,PENNAC,Daniel,,Daniel PENNAC
